dt,LandAverageTemperature,LandAverageTemperatureUncertainty,LandMaxTemperature,LandMaxTemperatureUncertainty,LandMinTemperature,LandMinTemperatureUncertainty,LandAndOceanAverageTemperature,LandAndOceanAverageTemperatureUncertainty,TemperatureChange
1994-01-01,3.024,0.063,8.336,0.107,-2.274,0.099,13.731,0.057,0.16458064516129056
1994-02-01,2.81,0.105,8.594,0.09300000000000001,-2.7680000000000002,0.094,13.773,0.062,-0.05145161290322697
1994-03-01,5.731,0.071,11.662999999999998,0.083,-0.13100000000000006,0.11900000000000001,14.713,0.057999999999999996,0.2844838709677404
1994-04-01,9.017999999999999,0.044000000000000004,14.961,0.16,3.162,0.191,15.584,0.057,0.284903225806449
1994-05-01,11.684,0.08,17.582,0.106,5.682,0.092,16.348,0.06,0.2636774193548348
1994-06-01,14.144,0.087,19.932,0.099,8.288,0.109,17.021,0.061,0.3330967741935531
1994-07-01,14.658,0.076,20.421,0.111,8.947000000000003,0.145,17.183,0.059000000000000004,0.2291612903225797
1994-08-01,13.977,0.051,19.808,0.087,8.274,0.17300000000000001,17.035999999999998,0.055,0.17403225806451417
1994-09-01,12.515999999999998,0.068,18.335,0.12300000000000001,6.8210000000000015,0.159,16.498,0.057999999999999996,0.22348387096774047
1994-10-01,10.002,0.077,15.606,0.09300000000000001,4.543,0.166,15.743,0.06,0.35274193548387345
1994-11-01,6.7879999999999985,0.064,12.2,0.091,1.311,0.11,14.754,0.055999999999999994,0.367741935483874
1994-12-01,4.113,0.065,9.313,0.158,-1.102,0.064,14.036,0.06,0.2609354838709663
1995-01-01,3.54,0.057,8.895,0.151,-1.7690000000000001,0.17300000000000001,13.945,0.06,0.378580645161291
1995-02-01,4.6560000000000015,0.083,10.257,0.145,-0.8790000000000002,0.127,14.388,0.062,0.5635483870967732
1995-03-01,5.956,0.077,11.784,0.165,0.265,0.10800000000000001,14.783,0.061,0.3544838709677407
1995-04-01,8.972000000000003,0.078,14.839,0.122,3.162,0.17,15.587,0.061,0.2879032258064491
1995-05-01,11.57,0.063,17.301000000000002,0.121,5.758000000000001,0.222,16.279,0.057,0.19467741935483573
1995-06-01,14.164,0.08800000000000001,20.115,0.18600000000000005,8.232000000000001,0.053,17.008000000000006,0.061,0.32009677419355853
1995-07-01,15.116,0.079,20.803,0.185,9.331,0.168,17.375,0.061,0.4211612903225799
1995-08-01,14.636,0.08800000000000001,20.409,0.083,8.808,0.231,17.297,0.061,0.43503225806451695
1995-09-01,12.565,0.087,18.382,0.068,6.921,0.182,16.580000000000002,0.06,0.3054838709677412
1995-10-01,10.106,0.086,15.749,0.13,4.49,0.14400000000000002,15.748,0.062,0.35774193548387245
1995-11-01,6.761,0.087,12.387,0.10400000000000001,1.266,0.205,14.713,0.06,0.32674193548387365
1995-12-01,4.123,0.044000000000000004,9.396,0.131,-1.143,0.113,13.951,0.059000000000000004,0.17593548387096725
1996-01-01,2.862,0.08800000000000001,8.350999999999999,0.107,-2.512,0.10800000000000001,13.720999999999998,0.059000000000000004,0.154580645161289
1996-02-01,4.0120000000000005,0.11800000000000001,9.769,0.095,-1.7620000000000002,0.08,14.207,0.064,0.3825483870967741
1996-03-01,5.524,0.085,11.411,0.157,-0.28500000000000003,0.145,14.658,0.059000000000000004,0.2294838709677407
1996-04-01,8.679,0.073,14.470999999999998,0.099,2.717,0.13,15.540999999999999,0.057,0.24190322580644796
1996-05-01,11.588,0.106,17.437,0.102,5.7920000000000025,0.12300000000000001,16.272000000000002,0.063,0.18767741935483784
1996-06-01,13.681,0.091,19.405,0.14300000000000002,7.854,0.106,16.847,0.057999999999999996,0.15909677419355361
1996-07-01,14.827,0.09699999999999999,20.65,0.087,9.123,0.129,17.22,0.061,0.26616129032257874
1996-08-01,14.603,0.073,20.416,0.13,8.918,0.126,17.21,0.059000000000000004,0.3480322580645172
1996-09-01,12.294,0.053,17.974,0.11599999999999999,6.711,0.17,16.444000000000006,0.055999999999999994,0.16948387096774553
1996-10-01,9.525,0.09699999999999999,15.190999999999999,0.155,3.929,0.08900000000000001,15.515999999999998,0.061,0.12574193548387136
1996-11-01,6.5470000000000015,0.078,11.952,0.11199999999999999,1.178,0.083,14.607,0.059000000000000004,0.22074193548387377
1996-12-01,4.325,0.057999999999999996,9.82,0.11199999999999999,-1.089,0.06,14.053,0.057999999999999996,0.27793548387096756
1997-01-01,3.165,0.083,8.588,0.099,-2.1340000000000003,0.078,13.818,0.057999999999999996,0.2515806451612903
1997-02-01,3.766,0.09300000000000001,9.456,0.067,-1.885,0.086,14.178,0.059000000000000004,0.35354838709677416
1997-03-01,6.0120000000000005,0.139,11.808,0.188,0.18999999999999995,0.095,14.873,0.068,0.44448387096774056
1997-04-01,8.891,0.054000000000000006,14.817,0.114,2.967,0.115,15.634,0.055,0.3349032258064497
1997-05-01,11.593,0.07200000000000001,17.378,0.109,5.8020000000000005,0.149,16.387999999999998,0.055999999999999994,0.30367741935483394
1997-06-01,14.130999999999998,0.066,19.913,0.096,8.334,0.135,17.158,0.055999999999999994,0.47009677419355356
1997-07-01,14.565,0.132,20.26,0.094,8.825,0.08900000000000001,17.307000000000002,0.065,0.35316129032258203
1997-08-01,14.255999999999998,0.091,20.13,0.10400000000000001,8.578999999999999,0.122,17.266000000000002,0.059000000000000004,0.40403225806451815
1997-09-01,12.685,0.105,18.555000000000003,0.313,6.973,0.162,16.766000000000002,0.061,0.49148387096774115
1997-10-01,10.109,0.07,15.682,0.10800000000000001,4.665,0.145,15.935,0.055999999999999994,0.5447419354838736
1997-11-01,6.841,0.096,12.195,0.092,1.503,0.086,14.952,0.06,0.5657419354838744
1997-12-01,4.417,0.062,9.634,0.064,-0.7370000000000001,0.076,14.291,0.057,0.5159354838709671
1998-01-01,3.3520000000000003,0.076,8.555,0.09300000000000001,-1.7760000000000002,0.086,14.062999999999999,0.063,0.4965806451612895
1998-02-01,4.8260000000000005,0.106,10.475,0.11,-0.7680000000000002,0.077,14.611,0.066,0.786548387096774
1998-03-01,6.023,0.08199999999999999,11.888,0.073,0.30099999999999993,0.102,14.958,0.065,0.5294838709677414
1998-04-01,9.357999999999999,0.05,15.255,0.08800000000000001,3.439,0.19399999999999998,15.884,0.062,0.5849032258064497
1998-05-01,12.290999999999999,0.083,18.182000000000002,0.16399999999999998,6.372000000000001,0.105,16.671,0.062,0.5866774193548352
1998-06-01,14.520999999999999,0.114,20.404,0.13,8.777999999999999,0.07200000000000001,17.289,0.066,0.6010967741935538
1998-07-01,15.34,0.07400000000000001,20.972,0.062,9.715,0.17,17.609,0.062,0.6551612903225816
1998-08-01,14.874,0.07400000000000001,20.505,0.128,9.344,0.217,17.491,0.062,0.629032258064516
1998-09-01,12.672999999999998,0.047,18.336,0.12300000000000001,7.152,0.177,16.657,0.061,0.3824838709677394
1998-10-01,9.941,0.055,15.505999999999998,0.11699999999999999,4.45,0.11599999999999999,15.768,0.064,0.3777419354838738
1998-11-01,6.404,0.081,11.872,0.09,1.039,0.08199999999999999,14.697000000000001,0.062,0.3107419354838754
1998-12-01,4.6690000000000005,0.045,10.083,0.079,-0.6559999999999999,0.10099999999999999,14.214,0.061,0.43893548387096715
1999-01-01,3.544,0.07,8.876999999999997,0.065,-1.7320000000000002,0.11,13.933,0.063,0.3665806451612905
1999-02-01,4.694,0.08900000000000001,10.4,0.063,-0.9570000000000001,0.099,14.367,0.065,0.5425483870967742
1999-03-01,5.53,0.102,11.4,0.106,-0.274,0.086,14.675999999999998,0.069,0.2474838709677396
1999-04-01,8.838,0.064,14.807,0.085,2.931,0.175,15.572,0.064,0.27290322580644855
1999-05-01,11.706,0.045,17.613,0.11599999999999999,5.8240000000000025,0.155,16.298,0.061,0.21367741935483409
1999-06-01,14.030999999999999,0.07200000000000001,19.831,0.121,8.205,0.131,16.957,0.062,0.26909677419355305
1999-07-01,14.853,0.10099999999999999,20.578000000000007,0.087,9.24,0.12,17.218,0.064,0.26416129032257984
1999-08-01,14.348,0.08900000000000001,20.158,0.076,8.696,0.125,17.1,0.063,0.23803225806451778
1999-09-01,12.722999999999999,0.055999999999999994,18.472,0.165,7.109,0.134,16.605,0.059000000000000004,0.3304838709677398
1999-10-01,9.997,0.095,15.583,0.107,4.4910000000000005,0.064,15.675,0.063,0.28474193548387383
1999-11-01,6.5920000000000005,0.083,12.121,0.08,1.107,0.085,14.673,0.063,0.2867419354838745
1999-12-01,4.565,0.085,9.953,0.09,-0.6920000000000001,0.078,14.13,0.064,0.3549354838709675
2000-01-01,2.95,0.091,8.349,0.10300000000000001,-2.322,0.07200000000000001,13.773,0.064,0.20658064516129038
2000-02-01,4.184,0.09300000000000001,9.863,0.096,-1.371,0.092,14.265999999999998,0.065,0.4415483870967716
2000-03-01,6.2189999999999985,0.12,12.204999999999998,0.133,0.3759999999999999,0.08199999999999999,14.845999999999998,0.069,0.41748387096773953
2000-04-01,9.552,0.075,15.534,0.156,3.68,0.153,15.762,0.062,0.4629032258064498
2000-05-01,11.874,0.064,17.721,0.127,5.997000000000001,0.2,16.395,0.061,0.3106774193548354
2000-06-01,14.06,0.1,19.847,0.20600000000000002,8.243,0.161,17.0,0.067,0.3120967741935523
2000-07-01,14.848,0.12,20.665,0.107,9.097999999999999,0.098,17.242,0.066,0.28816129032258075
2000-08-01,14.519,0.086,20.308,0.095,8.796,0.152,17.243000000000002,0.063,0.38103225806451846
2000-09-01,12.547,0.057999999999999996,18.373,0.115,6.822,0.142,16.613,0.061,0.3384838709677389
2000-10-01,9.486,0.047,15.069,0.134,4.0,0.09699999999999999,15.588,0.06,0.1977419354838723
2000-11-01,6.312,0.084,11.67,0.092,0.996,0.064,14.632,0.062,0.24574193548387413
2000-12-01,3.863,0.064,9.182,0.10800000000000001,-1.3330000000000002,0.07200000000000001,13.968,0.062,0.1929354838709667
2001-01-01,3.3360000000000003,0.077,8.827,0.08800000000000001,-2.0780000000000003,0.06,13.936,0.063,0.36958064516129063
2001-02-01,3.72,0.109,9.486,0.059000000000000004,-1.997,0.091,14.179,0.067,0.3545483870967736
2001-03-01,6.207999999999998,0.057999999999999996,12.130999999999998,0.094,0.4109999999999999,0.11699999999999999,14.982,0.062,0.5534838709677405
2001-04-01,9.245,0.098,15.174,0.11800000000000001,3.234,0.155,15.808,0.066,0.5089032258064492
2001-05-01,12.270999999999999,0.105,18.185,0.13,6.3500000000000005,0.107,16.569000000000006,0.066,0.484677419354842
2001-06-01,14.11,0.085,19.962,0.133,8.218,0.134,17.151,0.063,0.4630967741935521
2001-07-01,15.161,0.10099999999999999,20.923000000000002,0.10400000000000001,9.427999999999999,0.149,17.45,0.065,0.49616129032257916
2001-08-01,14.427,0.115,20.332,0.10300000000000001,8.664,0.17800000000000002,17.294,0.068,0.43203225806451684
2001-09-01,12.735999999999999,0.087,18.581000000000003,0.114,7.07,0.17,16.758,0.065,0.4834838709677385
2001-10-01,9.935,0.073,15.578,0.10099999999999999,4.353,0.109,15.831,0.064,0.44074193548387264
2001-11-01,7.319,0.086,12.89,0.09300000000000001,1.92,0.08199999999999999,15.011,0.064,0.6247419354838737
2001-12-01,4.507,0.055,9.841,0.10800000000000001,-0.685,0.08900000000000001,14.241,0.062,0.4659354838709664
2002-01-01,4.026,0.065,9.459,0.12300000000000001,-1.3219999999999998,0.08900000000000001,14.258,0.062,0.6915806451612898
2002-02-01,4.704,0.078,10.435,0.10400000000000001,-0.9480000000000002,0.057999999999999996,14.505,0.065,0.6805483870967741
2002-03-01,6.772,0.034,12.775,0.083,0.8940000000000001,0.113,15.198,0.064,0.7694838709677416
2002-04-01,9.229,0.049,15.146,0.099,3.3080000000000003,0.152,15.818,0.062,0.518903225806449
2002-05-01,12.248,0.081,18.157,0.17,6.1990000000000025,0.19699999999999998,16.605,0.062,0.5206774193548362
2002-06-01,14.084,0.052000000000000005,19.912,0.14300000000000002,8.184000000000001,0.151,17.110000000000007,0.06,0.42209677419355884
2002-07-01,15.354000000000001,0.077,21.199,0.075,9.409,0.096,17.487000000000002,0.062,0.5331612903225817
2002-08-01,14.56,0.067,20.444000000000006,0.136,8.806999999999997,0.136,17.328,0.061,0.46603225806451576
2002-09-01,12.95,0.10300000000000001,18.785,0.129,7.16,0.083,16.799,0.065,0.5244838709677389
2002-10-01,9.988,0.079,15.599,0.166,4.484,0.15,15.859000000000002,0.062,0.4687419354838749
2002-11-01,6.892,0.12,12.48,0.142,1.389,0.136,14.856,0.067,0.46974193548387433
2002-12-01,4.038,0.064,9.357,0.11900000000000001,-1.189,0.045,14.127,0.063,0.3519354838709674
2003-01-01,3.981,0.07,9.558,0.11900000000000001,-1.481,0.091,14.207,0.064,0.6405806451612914
2003-02-01,4.085,0.09699999999999999,9.749,0.08800000000000001,-1.4800000000000002,0.111,14.359000000000002,0.065,0.5345483870967751
2003-03-01,6.047999999999999,0.055,11.972,0.077,0.215,0.127,14.972999999999999,0.062,0.5444838709677402
2003-04-01,9.154,0.07400000000000001,15.033,0.105,3.209,0.122,15.774,0.063,0.4749032258064485
2003-05-01,12.152999999999999,0.095,18.118,0.136,6.207999999999998,0.162,16.567,0.063,0.482677419354836
2003-06-01,14.017,0.135,19.77,0.12,8.222000000000001,0.146,17.104000000000006,0.068,0.4160967741935586
2003-07-01,14.983,0.184,20.757,0.11699999999999999,9.222999999999999,0.154,17.423000000000002,0.078,0.4691612903225817
2003-08-01,14.690999999999999,0.08900000000000001,20.48,0.084,8.974,0.11900000000000001,17.402,0.063,0.5400322580645174
2003-09-01,12.911,0.067,18.692,0.18100000000000002,7.221,0.18,16.839000000000002,0.06,0.5644838709677416
2003-10-01,10.424,0.085,16.115,0.11599999999999999,4.74,0.094,15.997,0.063,0.606741935483873
2003-11-01,6.727,0.075,12.203,0.134,1.347,0.11699999999999999,14.838,0.061,0.45174193548387365
2003-12-01,5.132999999999999,0.062,10.545,0.08800000000000001,-0.17900000000000005,0.091,14.436,0.062,0.6609354838709667
2004-01-01,3.5250000000000004,0.062,8.901,0.109,-1.65,0.09699999999999999,14.097,0.059000000000000004,0.5305806451612902
2004-02-01,4.4990000000000006,0.10400000000000001,10.171,0.085,-1.1820000000000002,0.075,14.488,0.065,0.6635483870967729
2004-03-01,6.3210000000000015,0.069,12.275,0.08199999999999999,0.3759999999999999,0.09300000000000001,14.992,0.061,0.5634838709677421
2004-04-01,9.249,0.057,15.132,0.111,3.285,0.133,15.811,0.061,0.5119032258064493
2004-05-01,11.571,0.07,17.296000000000006,0.075,5.7070000000000025,0.14400000000000002,16.383,0.057999999999999996,0.29867741935483494
2004-06-01,13.889,0.09699999999999999,19.66,0.128,8.035,0.155,17.006,0.063,0.31809677419355253
2004-07-01,14.312,0.115,20.087,0.115,8.624,0.133,17.227,0.065,0.2731612903225802
2004-08-01,14.188,0.10400000000000001,20.011,0.09,8.382,0.083,17.266000000000002,0.063,0.40403225806451815
2004-09-01,12.642,0.084,18.451,0.122,6.907,0.10800000000000001,16.745,0.059000000000000004,0.47048387096774036
